evidence_id,source_file,insight_type,semantic_type,extraction_method,text,priority_score,confidence,suggested_narrative_use,source_location,ocr_used,dedup_merged_sources,dedup_merged_ids,downweighted_by_rule
E0012,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 12: TABLE OF CONTENTS
(continued)
Page
ARTICLE V REPRESENTATIONS AND WARRANTIES OF BUYER
38
Section 5.1
Organization; Power and Authority
38
Section 5.2
Authority and Non-Contravention
38
Section 5.3
Investment Status
39
Section 5.4
Brokers
39
Section 5.5
Litigation
39
Section 5.6
Sufficiency of Funds
39
Section 5.7
Solvency
40
Section 5.8
Governmental Orders
40
Section 5.9
Due Diligence Review
40
ARTICLE VI COVENANTS
40
Section 6.1
Interim Operating Covenants
40
Section 6.2
Confidentiality; Publicity
43
Section 6.3
Employees and Employee Benefit Arrangements
44
Section 6.4
Tax Matters
45
Section 6.5
Books and Records
47
Section 6.6
Exclusivity
48
Section 6.7
D&O Indemnification
48
Section 6.8
Regulatory Compliance
49
Section 6.9
Access to Information
50
Section 6.10
Efforts to Consu…",0.47,medium,What,Page 12,False,,,built-in-legal-boilerplate
E0013,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 13: TABLE OF CONTENTS
(continued)
Page
ARTICLE VIII TERMINATION
61
Section 8.1
Termination
61
Section 8.2
Effect of Termination
62
Section 8.3
Termination Fee
62
ARTICLE IX NON-SURVIVAL OF REPRESENTATIONS AND WARRANTIES; WAIVER
63
Section 9.1
Non-Survival of Representations and Warranties
63
Section 9.2
Waiver
63
Section 9.3
Exclusive Remedy
64
ARTICLE X GENERAL PROVISIONS
64
Section 10.1
Notices
64
Section 10.2
Disclosure Schedules
65
Section 10.3
Binding Effect
65
Section 10.4
Waiver of Conflicts; Deal Communications
65
Section 10.5
Assignment
67
Section 10.6
Severability
67
Section 10.7
Expenses
67
Section 10.8
Arbitration; Choice of Law; Consent to Jurisdiction
67
Section 10.9
WAIVER OF JURY TRIAL
68
Section 10.10
Amendment
68
Section 10.11
No Agreement Until Executed
68
Section …",0.47,medium,What,Page 13,False,,,built-in-legal-boilerplate
E0014,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 14: EQUITY PURCHASE AGREEMENT
This EQUITY PURCHASE AGREEMENT (the “Agreement”) is dated as of [•], 2026 (the “Agreement Date”), by and among Tripadvisor, Inc.,
a Nevada corporation (“Parent”), TRIPADVISOR UK HOLDCO LIMITED, a private limited company incorporated in England and Wales with
registered number 08279085 and registered address at 10 Norton Folgate, London E1 6DB (the “Seller”), LF HOLDINGS (FRANCE) SAS, a French
simplified joint stock company (société par actions simplifiée), registered with the Trade and Companies Registry of Paris under number 803 696 509
and with registered address at 70 rue Saint-Lazare – 75009 Paris, France (the “Company”), and American Express Travel Related Services Company,
Inc., a New York corporation (“Buyer”). For purposes of this Agreement, capi…",0.47,medium,What,Page 14,False,,,built-in-legal-boilerplate
E0015,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 15: “Ancillary Agreements” means the Transition Services Agreement and Content Licensing Amendment Agreement.
“Anti-Corruption Laws” means, with respect to any Person, any applicable Law relating to anti-bribery and anti-corruption (governmental or
commercial) in any jurisdiction in which any Group Company is registered or conducts its business, including (i) anti-corruption provisions under
French criminal law (including, if applicable, the provisions of French law No. 2016-1691 of December 9, 2016 relating to transparency, fight against
corruption and modernization of economic life known as “Loi Sapin 2”), (ii) anti-corruption directives and regulations of the European Union, as
implemented into the domestic law of its member states, (iii) the U.S. Foreign Corrupt Practices Act of …",0.47,medium,What,Page 15,False,,,built-in-legal-boilerplate
E0016,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 16: “Business Day” means any day other than a Saturday, Sunday or other day on which banks in New York, New York, London, England or Paris,
France are authorized or required by Law to remain closed.
“Cash” means, in each case as calculated in accordance with the Accounting Principles, the sum of all cash and cash equivalents of the Group
Companies (other than any Group Company that is undergoing or subject to any dissolution, liquidation or winding-up proceeding), as of a particular
date, net of the aggregate amount of outstanding checks issued by the Group Companies as of the particular date of determination and inclusive of the
aggregate amount of checks received by the Company that have not been deposited or cleared. Notwithstanding the foregoing, (i) Cash shall include
(A) an amo…",0.47,medium,What,Page 16,False,,,built-in-legal-boilerplate
E0017,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 17: “Company Products” means all products, functionalities, services, platforms, applications and websites produced, marketed, licensed, sold,
distributed, offered or performed by or on behalf of any Group Company, including the TheFork and TheForkPay applications and platforms, and all
products currently or expected to be under development by any Group Company, and any underlying Software source code of any such products,
functionality, services, platforms, applications and websites.
“Company Registered Intellectual Property” means all Company-Owned Intellectual Property and all Assigned Intellectual Property, in each
case, issued by, registered with, renewed by or the subject of a pending application before any Governmental Body or domain name registrar.
“Company Software” has the …",0.47,medium,What,Page 17,False,,,built-in-legal-boilerplate
E0018,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 18: “ERISA Affiliate” means any entity, trade or business that is, or at any applicable time was, a member of a group described in Section 414(b), (c),
(m) or (o) of the Code or Section 4001(b)(1) of ERISA that includes the Company.
“Equity Interests” means, with respect to any Person, (i) any capital stock, share, partnership interest, joint venture interest, membership interest,
unit or other equity interest, voting security or other ownership interest in such Person, (ii) any security, warrant, option, call right, commitment,
conversion privilege, indebtedness, right of exchange, repurchase or redemption or other right convertible into or exercisable or exchangeable for any
such equity interest, and (iii) any other right to acquire any such equity interest, in each case of the for…",0.47,medium,What,Page 18,False,,,built-in-legal-boilerplate
E0019,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 19: “Group Companies” means, collectively, the Company and its Subsidiaries.
“Indebtedness” means, without duplication, as to the Group Companies, all indebtedness, whether current or funded, short-term or long-term,
secured or unsecured, direct or indirect, including any accrued and unpaid interest, fees, premiums, costs of unwinding, and prepayment or termination
penalties, if any, and all other liabilities with respect thereto, including: (i) any indebtedness for borrowed money and accrued but unpaid interest,
premiums and penalties relating thereto, (ii) any indebtedness evidenced by a note, bond, debenture, mortgages, or other similar instrument, (iii) any
letter of credit, surety bond, performance bonds, bankers acceptances or similar obligations or instruments, in each case on…",0.47,medium,What,Page 19,False,,,built-in-legal-boilerplate
E0020,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 20: disclosures (whether or not patented), know-how, formulae, patterns, compilations, programs, devices, methods, strategies, techniques, or processes), in
each case that derives independent economic value, actual or potential, from not being generally known or readily ascertainable by others who can
obtain economic value from its disclosure or use (collectively, “Trade Secrets”); and (v) all other similar or equivalent intellectual property or
proprietary rights anywhere in the world.
“IRS” means the United States Internal Revenue Service.
“IT Systems” means the computer, information technology and data processing systems, facilities and services, including all Software, hardware,
networks, communications facilities, platforms and related systems and services, used by, or in the cu…",0.47,medium,What,Page 20,False,,,built-in-legal-boilerplate
E0021,EX-10.1.pdf,pdf_page_insight,Claim,text_layer,"Page 21: “Ordinary Course of Business” means, with respect to the Group Companies, the ordinary course of its business consistent with past practice.
“Open Source Software” means any Software that is distributed, licensed or conveyed as free, copyleft, open source, or under similar licensing or
distribution models, including Software licensed under the GNU General Public License (GPL), GNU Lesser General Public License (LGPL), Mozilla
Public License, BSD licenses, the Apache License, or any license meeting the Open Source Definition (as promulgated by the Open Source Initiative) or
the Free Software Definition (as promulgated by the Free Software Foundation).
“Organizational Documents” means with respect to any Person other than a natural person, its certificate or articles of incorporati…",0.47,medium,What,Page 21,False,,,built-in-legal-boilerplate
